State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,10/03/2023,1700,1785,1750,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,12/03/2023,1750,1875,1800,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,24/03/2023,1785,1900,1850,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,26/03/2023,1825,1950,1900,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,07/04/2023,1950,2100,2050,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,09/04/2023,1950,2150,2000,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,13/04/2023,1950,2150,2000,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,20/04/2023,1800,1950,1880,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,04/01/2024,2625,2745,2700,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,06/01/2024,2650,2800,2750,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,08/01/2024,2725,2850,2775,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,12/01/2024,2730,2850,2780,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,17/01/2024,2600,2735,2650,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,20/01/2024,2550,2725,2650,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,27/01/2024,2420,2550,2480,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,09/02/2024,2650,2785,2700,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,12/02/2024,2540,2625,2580,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,16/03/2024,2650,2785,2700,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,06/04/2024,3040,3175,3100,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,08/04/2024,3150,3365,3280,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Orange,Nagpuri,Medium,22/04/2024,4350,4550,4400,18
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,27/04/2024,2200,2325,2280,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,05/01/2024,1625,1735,1670,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,19/01/2024,1840,1935,1870,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,04/02/2024,1950,2020,1985,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,05/02/2024,1920,2000,1950,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,09/02/2024,1700,1785,1750,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,02/03/2024,2240,2350,2270,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,03/03/2024,2300,2385,2350,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,10/03/2024,2430,2580,2500,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,22/03/2024,2890,3000,2960,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,12/04/2024,3320,3475,3400,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,22/04/2024,3145,3300,3230,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,26/04/2024,3250,3425,3320,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,27/04/2024,3270,3400,3350,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,06/01/2024,1700,1875,1800,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,14/01/2024,1765,1885,1800,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,15/01/2024,1740,1850,1780,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,31/01/2024,1740,1835,1775,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,15/03/2024,1750,1875,1800,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,22/04/2024,1820,1900,1845,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,07/01/2024,7150,7350,7230,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,10/01/2024,7100,7275,7200,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,17/01/2024,7200,7350,7285,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,19/01/2024,7150,7375,7250,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,02/02/2024,7200,7385,7300,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,04/02/2024,7250,7375,7300,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,16/02/2024,7400,7550,7450,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,18/02/2024,7350,7585,7450,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,03/03/2024,7600,7785,7680,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,08/04/2024,8200,8375,8300,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,10/04/2024,8250,8450,8320,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,19/04/2024,8675,8850,8750,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,28/04/2024,8700,8985,8800,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Water Melon,Water Melon,Medium,05/04/2024,1300,1390,1350,73
Uttar Pradesh,Varanasi,Varanasi(F&V),Water Melon,Water Melon,Medium,25/04/2024,1025,1115,1080,73
Uttar Pradesh,Varanasi,Varanasi(F&V),Water Melon,Water Melon,Medium,03/04/2024,1300,1385,1350,73
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,02/01/2024,2120,2185,2150,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,18/01/2024,2140,2225,2185,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,29/01/2024,2120,2200,2150,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,02/02/2024,2140,2225,2185,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,04/02/2024,2100,2190,2150,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,09/02/2024,2060,2175,2120,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,18/02/2024,1875,2000,1950,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,02/03/2024,1750,1900,1850,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,03/03/2024,1850,1925,1875,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,11/03/2024,1925,2050,1975,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,16/03/2024,1900,2030,1950,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,03/04/2024,2235,2350,2280,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,04/04/2024,2210,2350,2275,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,11/04/2024,2340,2450,2380,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Papaya,Papaya,Medium,12/04/2024,2400,2485,2450,72
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,12/08/2020,3100,3600,3300,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,14/08/2020,3100,3400,3270,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,20/08/2020,2875,3000,2950,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,24/08/2020,2875,3100,2970,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,12/09/2020,3450,3785,3600,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,16/09/2020,3650,3850,3700,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,18/09/2020,3450,3750,3600,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,30/09/2020,3550,3850,3700,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,03/10/2020,3650,4100,3800,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,10/10/2020,3600,4000,3870,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,14/10/2020,4150,4500,4300,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,22/10/2020,4200,4700,4500,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,23/10/2020,4570,4750,4650,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,28/10/2020,4550,4800,4750,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,02/11/2020,4300,4850,4500,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,11/11/2020,3300,3850,3600,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,12/11/2020,3200,3600,3400,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,14/11/2020,3000,3500,3200,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,22/11/2020,3000,3350,3100,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,23/11/2020,2950,3250,3085,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,25/11/2020,2950,3200,3075,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,06/02/2021,2450,2680,2550,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,14/03/2021,2400,2685,2500,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,17/03/2021,2550,2800,2680,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,14/06/2021,2270,2450,2390,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,08/07/2021,2575,2725,2650,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,02/08/2021,2675,2825,2750,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,19/08/2021,2540,2680,2600,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,20/08/2021,2500,2650,2580,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,05/09/2021,2450,2685,2520,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,22/09/2021,2600,2725,2650,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,26/09/2021,2550,2750,2660,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,08/10/2021,3000,3385,3200,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,10/10/2021,3350,3550,3450,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,28/10/2021,3750,3950,3880,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,29/10/2021,3700,3950,3800,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,03/11/2021,3900,4150,4000,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,23/11/2021,3500,3725,3650,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,28/11/2021,3250,3600,3400,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,29/11/2021,3400,3685,3550,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,13/12/2021,3600,3850,3720,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,20/12/2021,3450,3685,3585,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Capsicum,Capsicum,FAQ,22/12/2021,3550,3700,3600,164
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,07/01/2022,2600,2900,2750,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,09/01/2022,2700,2900,2800,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,12/01/2022,2400,2685,2550,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,14/01/2022,2250,2685,2400,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,23/01/2022,2150,2450,2230,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,28/01/2022,2250,2425,2370,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,31/01/2022,2250,2600,2400,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,06/02/2022,2350,2650,2475,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,10/02/2022,2300,2650,2400,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,11/02/2022,2200,2600,2400,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,18/02/2022,2250,2500,2370,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,23/03/2022,2550,2900,2770,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,24/03/2022,2450,2785,2680,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,03/04/2022,2600,2900,2730,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,10/04/2022,2650,2850,2750,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,13/04/2022,2600,2850,2700,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,14/04/2022,4500,4850,4670,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,20/04/2022,2600,2800,2750,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,02/05/2022,2700,3000,2880,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,19/05/2022,3000,3300,3100,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,27/05/2022,3150,3450,3275,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,29/05/2022,3200,3550,3300,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,10/07/2022,3200,3450,3375,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,14/07/2022,3400,3700,3500,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,18/07/2022,3400,3700,3530,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,22/07/2022,3600,4000,3800,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,28/07/2022,3800,4100,3930,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,30/07/2022,3850,4150,4000,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,13/08/2022,3950,4250,4075,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,14/08/2022,4000,4350,4100,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,15/08/2022,4100,4350,4200,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,29/08/2022,4100,4350,4200,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,15/09/2022,4100,4400,4200,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,17/09/2022,4100,4350,4200,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,18/09/2022,4150,4400,4230,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,19/09/2022,4150,4325,4250,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,26/09/2022,3850,4200,4025,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,10/10/2022,4150,4450,4330,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,15/10/2022,4000,4400,4200,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,16/10/2022,4200,4500,4350,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,20/10/2022,4400,4685,4550,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,23/10/2022,4400,4785,4560,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,31/10/2022,4500,4750,4600,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,07/11/2022,4550,4785,4650,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,09/11/2022,4500,4785,4600,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,13/11/2022,4485,4750,4660,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,19/11/2022,4550,4785,4670,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,21/11/2022,4500,4750,4680,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,26/11/2022,4350,4685,4480,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,03/12/2022,4100,4350,4250,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,22/12/2022,4200,4485,4350,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,23/12/2022,4150,4450,4300,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Ginger(Green),Green Ginger,FAQ,29/12/2022,4150,4360,4250,103
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,15/01/2021,350,415,390,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,25/01/2021,350,400,370,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,30/01/2021,320,390,350,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,10/03/2021,550,640,580,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,12/03/2021,650,735,700,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,19/03/2021,750,800,780,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,21/03/2021,760,825,780,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,05/04/2021,685,725,700,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,11/04/2021,800,880,850,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,15/05/2021,940,1000,975,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,31/05/2021,1075,1200,1150,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,23/07/2021,1600,1685,1650,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,28/07/2021,1535,1625,1600,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,09/08/2021,1320,1400,1360,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,16/08/2021,1320,1410,1375,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,02/09/2021,1350,1425,1400,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,20/09/2021,1200,1290,1250,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,26/09/2021,1150,1275,1200,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,27/09/2021,1150,1285,1230,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,29/09/2021,1200,1285,1250,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,07/10/2021,1140,1200,1170,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,09/10/2021,1150,1250,1200,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,16/10/2021,1370,1435,1400,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,18/10/2021,1350,1465,1420,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,09/11/2021,1240,1325,1270,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,10/11/2021,1200,1285,1250,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,18/11/2021,1040,1125,1070,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,23/11/2021,950,1125,1050,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,28/11/2021,750,835,800,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,29/11/2021,700,785,750,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,06/12/2021,640,725,680,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,11/12/2021,600,700,640,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,12/12/2021,575,700,620,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,19/12/2021,550,700,615,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,26/12/2021,585,635,620,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,27/12/2021,600,655,630,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,02/01/2022,950,1085,1000,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,08/01/2022,900,1050,970,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,19/01/2022,840,950,870,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,24/01/2022,900,985,950,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,31/01/2022,850,985,900,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,18/02/2022,950,1075,1000,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,03/03/2022,840,950,870,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,06/03/2022,950,1085,1000,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,09/03/2022,940,1025,980,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,25/11/2022,1400,1485,1450,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,02/12/2022,1250,1350,1280,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,10/12/2022,1050,1135,1100,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,14/12/2022,975,1075,1030,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,21/12/2022,950,1070,1000,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Cabbage,Cabbage,FAQ,28/12/2022,850,935,900,154
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,05/01/2022,1440,1525,1485,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,08/01/2022,1420,1550,1470,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,15/01/2022,1350,1435,1400,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,19/01/2022,1070,1250,1150,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,26/01/2022,950,1085,1000,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,28/01/2022,1050,1175,1100,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,07/02/2022,1000,1125,1050,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,10/02/2022,1150,1250,1170,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,18/02/2022,1200,1325,1250,153
Uttar Pradesh,Varanasi,Varanasi(F&V),Carrot,Carrot,FAQ,21/02/2022,1185,1325,1250,153
